Country Name,Country Code,Region,Income Group,Year,Starting a business - Score,Starting a business: Cost - Average (% of income per capita) - Score,Starting a business: Procedures required - Average (number) - Score,Starting a business: Time - Average (days) - Score,Starting a business: Paid-in Minimum capital (% of income per capita) - Score
Namibia,NAM,Sub-Saharan Africa,Upper middle income,2019,72.1,94.97737,47.05882,46.23116,100.0
Belize,BLZ,Latin America & Caribbean,Upper middle income,2019,72.0,82.66348,52.94118,52.26131,100.0
Argentina,ARG,Latin America & Caribbean,Upper middle income,2019,82.0,97.35482,41.17647,89.44724,100.0
Comoros,COM,Sub-Saharan Africa,Lower middle income,2019,72.2,58.75139,52.94118,84.42211,92.87876
Bolivia,BOL,Latin America & Caribbean,Lower middle income,2019,69.1,80.4012,35.29412,60.80402,100.0
Ireland,IRL,Europe & Central Asia,High income,2019,94.4,99.9302,88.23529,89.44724,100.0
Malawi,MWI,Sub-Saharan Africa,Low income,2019,77.2,80.69106,64.70588,63.31658,100.0
Vanuatu,VUT,East Asia & Pacific,Lower middle income,2019,81.5,78.97774,64.70588,82.41206,100.0
Côte d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,2019,93.7,98.661,82.35294,94.47236,99.3305
Montenegro,MNE,Europe & Central Asia,Upper middle income,2019,86.7,99.34525,58.82353,88.44221,99.9964
Timor-Leste,TLS,East Asia & Pacific,Lower middle income,2019,89.4,99.68766,70.58824,87.43719,99.93753
Congo,COG,Sub-Saharan Africa,Lower middle income,2019,64.1,62.23458,44.117644999999996,50.75377,99.28691
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2019,88.6,99.63082,64.70588,89.94975,100.0
Kuwait,KWT,Middle East & North Africa,High income,2019,81.4,99.02436,61.76470499999999,64.82412,100.0
Fiji,FJI,East Asia & Pacific,Upper middle income,2019,73.4,92.06392,41.17647,60.30151,100.0
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2019,93.0,99.06585,82.35294,90.45226,100.0
Iran,IRN,Middle East & North Africa,Upper middle income,2019,67.8,99.39651,44.117644999999996,27.63819,100.0
Puerto Rico,PRI,Latin America & Caribbean,High income,2019,91.2,99.3513,70.58824,94.97487,100.0
Saudi Arabia,SAU,Middle East & North Africa,High income,2019,80.1,96.68505,41.176469999999995,82.412065,100.0
Bhutan,BTN,South Asia,Lower middle income,2019,86.4,98.2614,58.82353,88.44221,100.0
Venezuela,VEN,Latin America & Caribbean,Upper middle income,2019,25.0,0.0,0.0,0.0,100.0
Slovak Republic,SVK,Europe & Central Asia,High income,2019,82.0,99.47583,58.82353,73.86935,95.90492
Spain,ESP,Europe & Central Asia,High income,2019,86.9,97.99788,64.70588,87.9397,96.99796
Qatar,QAT,Middle East & North Africa,High income,2019,86.0,96.65703,55.882355000000004,91.457285,100.0
Tonga,TON,East Asia & Pacific,Upper middle income,2019,90.9,96.72985,82.35294,84.42211,100.0
Malaysia,MYS,East Asia & Pacific,Upper middle income,2019,82.8,94.18004,50.0,86.934675,100.0
Benin,BEN,Sub-Saharan Africa,Low income,2019,90.6,98.21045000000001,73.529415,91.9598,98.69566
Myanmar,MMR,East Asia & Pacific,Lower middle income,2019,77.3,87.59494,35.29412,86.43216,100.0
Ethiopia,ETH,Sub-Saharan Africa,Low income,2019,70.8,73.63381,41.17647,68.34171,100.0
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2019,81.7,95.65166,52.94118,78.39196,100.0
Iraq,IRQ,Middle East & North Africa,Upper middle income,2019,76.5,80.58006,55.882355000000004,73.869345,95.85929
Morocco,MAR,Middle East & North Africa,Lower middle income,2019,93.0,98.14317,82.35294,91.45729,100.0
Indonesia,IDN,East Asia & Pacific,Lower middle income,2019,79.4,96.93114,41.17647,79.39698,100.0
Togo,TGO,Sub-Saharan Africa,Low income,2019,88.7,79.16852,82.35294,94.97487,98.32275
Mozambique,MOZ,Sub-Saharan Africa,Low income,2019,67.6,39.75678,47.05882,83.41709,100.0
Belgium,BEL,Europe & Central Asia,High income,2019,91.4,97.28631,76.47059,95.9799,96.00212
Tunisia,TUN,Middle East & North Africa,Lower middle income,2019,88.5,97.85959,64.70588,91.45729,100.0
Bangladesh,BGD,South Asia,Lower middle income,2019,80.8,89.41797,52.94118,80.90452,100.0
Mexico,MEX,Latin America & Caribbean,Upper middle income,2019,85.9,91.88391,59.82353,92.04523,99.99985
Croatia,HRV,Europe & Central Asia,High income,2019,82.6,96.67587,58.82353,77.88945,97.09632
Czech Republic,CZE,Europe & Central Asia,High income,2019,82.1,99.52049,52.94118,75.8794,99.99972
Australia,AUS,East Asia & Pacific,High income,2019,96.5,99.65497,88.23529,97.98995,100.0
Jordan,JOR,Middle East & North Africa,Upper middle income,2019,84.4,88.0323,61.76470499999999,87.9397,99.97855
Somalia,SOM,Sub-Saharan Africa,Low income,2019,46.4,2.37662,52.94118,30.15075,100.0
United Arab Emirates,ARE,Middle East & North Africa,High income,2019,94.1,88.59549,91.17647,96.48241,100.0
Uruguay,URY,Latin America & Caribbean,High income,2019,89.8,88.67954,76.47059,93.96985,100.0
Bahrain,BHR,Middle East & North Africa,High income,2019,89.6,99.45848,67.64706,91.9598,99.22195
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2019,94.3,99.53365,82.35294,95.47739,100.0
Rwanda,RWA,Sub-Saharan Africa,Low income,2019,90.2,87.66238,76.47059,96.48241,100.0
El Salvador,SLV,Latin America & Caribbean,Lower middle income,2019,78.4,77.4492,52.94118,83.9196,99.31681
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,2019,93.0,99.87294,76.47059,95.47739,100.0
Malta,MLT,Middle East & North Africa,High income,2019,84.9,96.43708,58.82353,84.42211,99.73784
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2019,92.2,91.87978,82.35294,94.47236,100.0
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2019,55.7,49.42349,11.76471,67.33668,94.41903
United Kingdom,GBR,Europe & Central Asia,High income,2019,94.6,99.98024,82.35294,95.9799,100.0
Kiribati,KIR,East Asia & Pacific,Lower middle income,2019,78.2,81.957,64.70588,69.34673,96.7828
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2019,96.1,99.33923,88.23529,96.98492,100.0
Cyprus,CYP,Europe & Central Asia,High income,2019,91.2,94.03146,76.47059,94.47236,100.0
Kenya,KEN,Sub-Saharan Africa,Lower middle income,2019,82.4,87.54322,64.70588,77.38693,100.0
Samoa,WSM,East Asia & Pacific,Upper middle income,2019,92.6,96.42417,82.35294,91.45729,100.0
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2019,88.4,93.8774,76.47059,83.41709,100.0
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2019,85.5,85.92819,64.70588,91.45729,100.0
Korea,KOR,East Asia & Pacific,High income,2019,93.4,92.72268,88.23529,92.46231,100.0
South Sudan,SSD,Sub-Saharan Africa,Low income,2019,65.4,38.72109,35.29412,87.43719,100.0
Ukraine,UKR,Europe & Central Asia,Lower middle income,2019,91.1,99.71219,70.58824,93.96985,100.0
Japan,JPN,East Asia & Pacific,High income,2019,86.1,96.27106,58.82353,89.29648,99.99999
Egypt,EGY,Middle East & North Africa,Lower middle income,2019,83.8,78.71144,67.64706,88.944725,100.0
Ghana,GHA,Sub-Saharan Africa,Lower middle income,2019,84.3,92.25548,58.82353,86.43216,99.63831
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,2019,74.1,90.87429,35.29412,70.35176,99.94199
Israel,ISR,Middle East & North Africa,High income,2019,92.6,98.60451,82.35294,89.44724,100.0
Maldives,MDV,South Asia,Upper middle income,2019,89.2,97.99761,70.58824,88.44221,99.6647
Mongolia,MNG,East Asia & Pacific,Lower middle income,2019,86.7,99.33424,58.82353,88.44221,100.0
Romania,ROU,Europe & Central Asia,Upper middle income,2019,83.9,99.82072,70.58824,65.32663,99.88282
Kosovo,XKX,Europe & Central Asia,Upper middle income,2019,95.7,99.50686,88.23529,94.97487,100.0
Sri Lanka,LKA,South Asia,Upper middle income,2019,87.9,95.31143,64.70588,91.45729,100.0
Turkey,TUR,Europe & Central Asia,Upper middle income,2019,88.2,94.68109,64.70588,93.46734,100.0
Belarus,BLR,Europe & Central Asia,Upper middle income,2019,93.4,99.74393,82.35294,91.45729,100.0
Italy,ITA,Europe & Central Asia,High income,2019,86.8,92.96021,64.70588,89.44724,99.99912
Armenia,ARM,Europe & Central Asia,Upper middle income,2019,96.1,99.60932,88.23529,96.48241,100.0
Moldova,MDA,Europe & Central Asia,Lower middle income,2019,95.6,97.49908,88.23529,96.48241,100.0
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,2019,79.9,95.24633,47.05882,77.38693,100.0
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,2019,96.0,98.45025,88.23529,97.48744,100.0
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2019,81.2,99.88994,64.70588,60.30151,99.99969
Jamaica,JAM,Latin America & Caribbean,Upper middle income,2019,97.3,97.78374,94.11765,97.48744,100.0
Uganda,UGA,Sub-Saharan Africa,Low income,2019,71.1,78.67108,29.41176,76.38191,100.0
San Marino,SMR,Europe & Central Asia,High income,2019,83.7,95.51216,58.82353,87.9397,92.54948
Barbados,BRB,Latin America & Caribbean,High income,2019,86.4,96.35756,64.70588,84.42211,100.0
Slovenia,SVN,Europe & Central Asia,High income,2019,92.9,100.0,88.23529,92.46231,90.81026
Micronesia,FSM,East Asia & Pacific,Lower middle income,2019,69.6,29.12509,64.70588,84.42211,100.0
Russia,RUS,Europe & Central Asia,Upper middle income,2019,93.0,99.46693,82.35294,90.35176,100.0
Mali,MLI,Sub-Saharan Africa,Low income,2019,84.0,71.61286,76.47059,89.44724,98.66476
Eritrea,ERI,Sub-Saharan Africa,Low income,2019,51.9,88.15546,29.41176,16.0804,73.98863
Estonia,EST,Europe & Central Asia,High income,2019,95.3,99.44562,88.23529,96.98492,96.35274
India,IND,South Asia,Lower middle income,2019,81.0,92.81683,47.05882,83.94975,100.0
United States,USA,North America,High income,2019,91.2,99.47671,70.58824,94.87437,100.0
Norway,NOR,Europe & Central Asia,High income,2019,94.3,99.57196,82.35294,96.48241,98.8473
São Tomé and Principe,STP,Sub-Saharan Africa,Lower middle income,2019,78.3,93.85711,70.58824,93.46734,55.37938
Denmark,DNK,Europe & Central Asia,High income,2019,92.5,99.91166,76.47059,96.98492,96.70378
Burundi,BDI,Sub-Saharan Africa,Low income,2019,93.1,94.62728,82.35294,95.47739,100.0
Georgia,GEO,Europe & Central Asia,Upper middle income,2019,99.3,98.88549,100.0,98.49246,100.0
Chad,TCD,Sub-Saharan Africa,Low income,2019,52.1,13.83769,58.82353,42.21106,93.49012
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2019,75.2,54.52296,55.882355000000004,91.9598,98.51037
Albania,ALB,Europe & Central Asia,Upper middle income,2019,91.7,94.35765,76.47059,95.9799,100.0
North Macedonia,MKD,Europe & Central Asia,Upper middle income,2019,88.6,98.35448,70.58824,85.42714,100.0
St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,2019,86.9,92.32083,64.70588,90.45226,100.0
"Taiwan, China",TWN,East Asia & Pacific,High income,2019,94.4,99.03346,88.23529,90.45226,100.0
Yemen,YEM,Middle East & North Africa,Low income,2019,67.0,40.57991,67.64706,59.798995000000005,100.0
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2019,83.1,96.44428,64.70588,71.35678,100.0
Serbia,SRB,Europe & Central Asia,Upper middle income,2019,92.6,98.90942,76.47059,94.97487,100.0
Peru,PER,Latin America & Caribbean,Upper middle income,2019,82.4,96.23691,58.82353,74.37186,100.0
Lithuania,LTU,Europe & Central Asia,High income,2019,93.2,99.7413,82.35294,94.97487,95.63363
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2019,69.1,83.35392,41.17647,51.75879,100.0
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2019,83.0,86.22194,56.11765,89.52764,100.0
Lebanon,LBN,Middle East & North Africa,Upper middle income,2019,78.6,79.995,58.82353,85.42714,90.28526
Gabon,GAB,Sub-Saharan Africa,Upper middle income,2019,82.6,96.94864,64.70588,69.34673,99.3643
Tajikistan,TJK,Europe & Central Asia,Low income,2019,91.0,90.99888,82.35294,90.45226,100.0
Bulgaria,BGR,Europe & Central Asia,Upper middle income,2019,85.4,99.44906,64.70588,77.38693,99.99645
Chile,CHL,Latin America & Caribbean,High income,2019,89.1,97.13242,64.70588,94.47236,100.0
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2019,83.4,92.92867,64.70588,83.9196,92.18659
Haiti,HTI,Latin America & Caribbean,Low income,2019,33.8,0.0,35.29412,3.01508,96.89783
Luxembourg,LUX,Europe & Central Asia,High income,2019,88.7,99.14556,76.47059,83.9196,95.36574
Burkina Faso,BFA,Sub-Saharan Africa,Low income,2019,88.1,78.33488,88.23529,87.43719,98.35022
Niger,NER,Sub-Saharan Africa,Low income,2019,91.5,95.93917,82.35294,90.45226,97.09941
Guinea,GIN,Sub-Saharan Africa,Low income,2019,83.9,80.91282,70.58824,85.42714,98.66204
Oman,OMN,Middle East & North Africa,High income,2019,93.4,98.34125,79.411765,95.9799,100.0
Panama,PAN,Latin America & Caribbean,High income,2019,92.0,96.95154,76.47059,94.47236,100.0
Canada,CAN,North America,High income,2019,98.2,99.82654,94.11765,98.99497,100.0
Seychelles,SYC,Sub-Saharan Africa,High income,2019,78.7,93.3197,52.94118,68.34171,100.0
Greece,GRC,Europe & Central Asia,High income,2019,92.4,99.18309,82.35294,87.9397,99.99849
Suriname,SUR,Latin America & Caribbean,Upper middle income,2019,61.6,53.2992,58.82353,34.17085,100.0
Sweden,SWE,Europe & Central Asia,High income,2019,93.1,99.73595,82.35294,92.96482,97.30563
Libya,LBY,Middle East & North Africa,Upper middle income,2019,73.6,88.5044,47.05882,65.32663,93.34013
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2019,86.3,87.60831999999999,73.529415,86.934675,96.9851
Liberia,LBR,Sub-Saharan Africa,Low income,2019,88.1,93.69542,76.47059,82.41206,100.0
Palau,PLW,East Asia & Pacific,High income,2019,81.9,98.54384,58.82353,72.36181,98.05846
Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,2019,79.9,89.75254,70.58824,59.29648,100.0
Grenada,GRD,Latin America & Caribbean,Upper middle income,2019,87.3,93.0163,70.58824,85.42714,100.0
Paraguay,PRY,Latin America & Caribbean,Upper middle income,2019,75.2,70.77591,64.70588,65.32663,100.0
Dominica,DMA,Latin America & Caribbean,Upper middle income,2019,89.4,92.63776,76.47059,88.44221,100.0
Afghanistan,AFG,South Asia,Low income,2019,92.0,96.79362,79.411765,91.9598,100.0
Cambodia,KHM,East Asia & Pacific,Lower middle income,2019,52.8,76.28737,52.94118,1.00503,80.96217
Germany,DEU,Europe & Central Asia,High income,2019,83.6,96.73493,52.94118,92.46231,92.24079
Pakistan,PAK,South Asia,Lower middle income,2019,81.9,96.57653,47.05882,83.9196,100.0
Central African Republic,CAF,Sub-Saharan Africa,Low income,2019,60.9,28.31071,47.05882,78.39196,89.82807
Guatemala,GTM,Latin America & Caribbean,Upper middle income,2019,86.7,90.96684,70.58824,85.42714,99.84506
Zambia,ZMB,Sub-Saharan Africa,Lower middle income,2019,85.1,83.611,64.70588,91.9598,100.0
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2019,91.2,95.79939,76.47059,92.46231,100.0
Syrian Arab Republic,SYR,Middle East & North Africa,Low income,2019,81.0,96.2116,61.76470499999999,84.92462499999999,81.06548
Liechtenstein,LIE,Europe & Central Asia,High income,2019,73.0,98.89552,47.05882,54.27136,91.95132
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,2019,82.0,92.78886,52.94118,82.41206,99.99992
Sudan,SDN,Sub-Saharan Africa,Lower middle income,2019,76.3,89.55806,50.0,65.829145,100.0
Switzerland,CHE,Europe & Central Asia,High income,2019,88.4,98.86287,70.58824,90.45226,93.75436
St. Lucia,LCA,Latin America & Caribbean,Upper middle income,2019,89.2,90.80047,76.47059,89.44724,100.0
Guyana,GUY,Latin America & Caribbean,Upper middle income,2019,85.6,95.31586,64.70588,82.41206,100.0
Austria,AUT,Europe & Central Asia,High income,2019,83.2,97.58153,58.82353,79.39698,97.02745
Finland,FIN,Europe & Central Asia,High income,2019,92.4,99.59797,88.23529,83.41709,98.47715
France,FRA,Europe & Central Asia,High income,2019,93.3,99.62583,76.47059,96.98492,99.99928
Thailand,THA,East Asia & Pacific,Upper middle income,2019,92.3,98.43397,76.47059,94.47236,99.99927
Hungary,HUN,Europe & Central Asia,High income,2019,87.9,97.52988,70.58824,93.46734,89.98598
Tanzania,TZA,Sub-Saharan Africa,Low income,2019,74.3,77.19835,47.05882,72.86432,100.0
Latvia,LVA,Europe & Central Asia,High income,2019,94.1,99.14106,82.35294,94.97487,99.99818
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2019,59.8,92.55957,29.41176,20.1005,97.22164
St. Kitts and Nevis,KNA,Latin America & Caribbean,High income,2019,85.8,96.48829,64.70588,81.90955,100.0
Angola,AGO,Sub-Saharan Africa,Lower middle income,2019,79.0,93.03696,58.82353,64.32161,100.0
Brazil,BRA,Latin America & Caribbean,Upper middle income,2019,80.3,97.62967,43.47059,80.25628,100.0
Senegal,SEN,Sub-Saharan Africa,Lower middle income,2019,89.9,84.02419,82.35294,94.47236,98.92317
"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,2019,98.1,99.47058,94.11765,98.99497,100.0
Singapore,SGP,East Asia & Pacific,High income,2019,98.2,99.79508,94.11765,98.99497,100.0
The Gambia,GMB,Sub-Saharan Africa,Low income,2019,69.9,39.5687,64.70588,75.37688,100.0
China,CHN,East Asia & Pacific,Upper middle income,2019,93.4,99.41439,82.35294,91.90955,100.0
The Bahamas,BHS,Latin America & Caribbean,High income,2019,84.5,94.28732,64.70588,78.89447,100.0
Vietnam,VNM,East Asia & Pacific,Lower middle income,2019,84.8,96.95199,58.82353,83.41709,100.0
Madagascar,MDG,Sub-Saharan Africa,Low income,2019,88.1,83.48011,76.47059,92.46231,100.0
Djibouti,DJI,Middle East & North Africa,Lower middle income,2019,84.0,79.03175,70.58824,86.43216,100.0
Algeria,DZA,Middle East & North Africa,Upper middle income,2019,77.9,94.08404,35.29412,82.41206,100.0
Poland,POL,Europe & Central Asia,High income,2019,82.8,94.09392,76.47059,63.31658,97.51095
Zimbabwe,ZWE,Sub-Saharan Africa,Lower middle income,2019,66.5,44.63042,52.94118,68.34171,100.0
Brunei,BRN,East Asia & Pacific,High income,2019,94.9,99.41583,85.294115,94.974875,100.0
Philippines,PHL,East Asia & Pacific,Lower middle income,2019,69.3,88.01255,23.52941,66.33166,99.31088
Colombia,COL,Latin America & Caribbean,Upper middle income,2019,85.3,92.97851,58.82353,89.44724,100.0
Honduras,HND,Latin America & Caribbean,Lower middle income,2019,70.0,80.46056,41.17647,58.29146,100.0
West Bank and Gaza,PSE,Middle East & North Africa,Lower middle income,2019,69.4,76.58519,44.117644999999996,56.78392,100.0
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2019,76.2,99.68816,52.94118,52.26131,100.0
Iceland,ISL,Europe & Central Asia,High income,2019,90.7,99.12828,76.47059,88.94472,98.33387
Nicaragua,NIC,Latin America & Caribbean,Lower middle income,2019,79.8,68.21377,64.70588,86.43216,100.0
Nepal,NPL,South Asia,Low income,2019,82.1,87.78736,58.82353,81.90955,100.0
Netherlands,NLD,Europe & Central Asia,High income,2019,94.3,97.88462,82.35294,96.98492,100.0
Dem. Rep. Congo,COD,Sub-Saharan Africa,Low income,2019,90.2,86.66667,82.35294,93.46734,98.49014
Lao PDR,LAO,East Asia & Pacific,Lower middle income,2019,60.9,96.68913,47.05882,0.0,99.99098
Portugal,PRT,Europe & Central Asia,High income,2019,90.9,99.01884,70.58824,93.96985,100.0
New Zealand,NZL,East Asia & Pacific,High income,2019,100.0,99.90157,100.0,100.0,100.0
Angola,AGO,Sub-Saharan Africa,Lower middle income,2020,79.4,94.45725,58.82353,64.32161,100.0
Zambia,ZMB,Sub-Saharan Africa,Lower middle income,2020,84.9,82.9849,64.70588,91.9598,100.0
Uruguay,URY,Latin America & Caribbean,High income,2020,89.6,87.95954,76.47059,93.96985,100.0
Vietnam,VNM,East Asia & Pacific,Lower middle income,2020,85.1,97.21293,58.82353,84.42211,100.0
Afghanistan,AFG,South Asia,Low income,2020,92.0,96.5931,79.411765,91.9598,100.0
Malta,MLT,Middle East & North Africa,High income,2020,88.2,96.65285,76.47059,79.8995,99.75004
Dominica,DMA,Latin America & Caribbean,Upper middle income,2020,89.3,92.38194,76.47059,88.44221,100.0
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2020,82.6,95.99189,52.94118,81.40704,100.0
